iter	Logloss
0	0.6383377075
1	0.5835959473
2	0.5443106689
3	0.4975703735
4	0.4649415894
5	0.42675
6	0.3948289795
7	0.3633567505
8	0.3371288452
9	0.3108925476
10	0.2911786499
11	0.268560791
12	0.2486078644
13	0.2302435913
14	0.218391449
15	0.2058673096
16	0.1922270813
17	0.1796426697
18	0.1695666199
19	0.1590828552
20	0.1495874786
21	0.1409985962
22	0.1327690125
23	0.1255129395
24	0.1195668488
25	0.1134647903
26	0.1089494324
27	0.1037350464
28	0.09916342926
29	0.0945980072
30	0.09019706726
31	0.08629696655
32	0.08217553711
33	0.07887207031
34	0.07631969452
35	0.07316428375
36	0.07069934845
37	0.0680796051
38	0.06550816345
39	0.06331047821
40	0.06145969009
41	0.05988263321
42	0.05783395767
43	0.05623685074
44	0.05508047104
45	0.05377436829
46	0.052590168
47	0.05128493881
48	0.05013384247
49	0.04823637772
50	0.04721431351
51	0.0456789093
52	0.04514511108
53	0.04465348816
54	0.04428627396
55	0.04323007965
56	0.04222462463
57	0.0421474762
58	0.04183590698
59	0.04095408249
60	0.04055718994
61	0.04049149323
62	0.04041349792
63	0.04034500122
64	0.0402714386
65	0.04020407867
66	0.03949068451
67	0.03943252182
68	0.03863141632
69	0.03857406616
70	0.03852631378
71	0.03848708344
72	0.03842028427
73	0.03836938858
74	0.03830275726
75	0.0382534256
76	0.03720220184
77	0.03713018036
78	0.03605427551
79	0.03600179291
80	0.03596318054
81	0.0359129982
82	0.03585763168
83	0.03580774689
84	0.03576098633
85	0.03518736649
86	0.03514593506
87	0.03511006165
88	0.03507309341
89	0.03503043747
90	0.03472631073
91	0.03467807007
92	0.0343789711
93	0.03433246994
94	0.0342984848
95	0.03425899124
96	0.03422745895
97	0.03343711853
98	0.03339297104
99	0.03335458755
100	0.03330899048
101	0.03308160782
102	0.03304369736
103	0.03300523376
104	0.03297816467
105	0.03293656921
106	0.03290602875
107	0.03287841034
108	0.03284204102
109	0.03280828857
110	0.03277256012
111	0.03273425674
112	0.03270474243
113	0.03235253906
114	0.03207706451
115	0.03205321503
116	0.03202025604
117	0.03197970963
118	0.03194820213
119	0.0315300808
120	0.03151128387
121	0.03147857094
122	0.03142490578
123	0.03139580536
124	0.03136246109
125	0.03133076096
126	0.03130022049
127	0.03127699471
128	0.03124446106
129	0.03121387863
130	0.03117786026
131	0.03113997078
132	0.03111284447
133	0.03108324623
134	0.0310469017
135	0.03102663422
136	0.03100096321
137	0.03097078323
138	0.03094300842
139	0.03076843452
140	0.03075093079
141	0.03072762108
142	0.03069894218
143	0.03067237854
144	0.03064443207
145	0.03061515808
146	0.0305865097
147	0.03055113983
148	0.03052513123
149	0.03049334145
150	0.03045909882
151	0.03042976761
152	0.03039825821
153	0.03036830902
154	0.03033750534
155	0.0303036747
156	0.03027675629
157	0.03025560379
158	0.03018795967
159	0.03016234016
160	0.02998462296
161	0.02996529579
162	0.02930483818
163	0.02907690239
164	0.02905124664
165	0.02903021622
166	0.028641922
167	0.02861191559
168	0.02859213638
